transaction_id,timestamp,user_id,device_id,ip_address,amount_inr,payment_method,merchant_category,shipping_city,shipping_address_id,is_fraud,cluster_type
txn_0005291,2026-05-01 13:24:15,user_00315,dev_04475,6.33.174.152,66.94,Wallet,Subscription,Chennai,addr_07390,0,independent
txn_0002439,2026-05-01 13:31:07,user_06318,dev_01918,129.138.210.47,129.12,Card,Gaming,Guntur,addr_07763,0,independent
txn_0005495,2026-05-01 14:11:52,user_04423,dev_01038,10.165.67.108,250.37,Card,Subscription,Chennai,addr_01482,0,independent
txn_0011911,2026-05-01 14:15:17,user_05861,dev_08081,163.71.25.41,338.92,Wallet,Food Delivery,Jaipur,addr_03513,0,independent
txn_0007466,2026-05-01 14:21:25,user_02029,dev_09422,30.156.223.173,2284.97,Card,Grocery,Delhi,addr_07141,0,independent
txn_0000727,2026-05-01 14:21:39,user_08761,dev_02860,180.35.73.168,1013.04,UPI,Travel,Delhi,addr_06571,0,independent
txn_0007511,2026-05-01 14:22:58,user_02054,dev_04911,79.223.21.181,605.55,Card,Travel,Hyderabad,addr_08481,0,independent
txn_0004767,2026-05-01 14:39:45,user_01650,dev_07439,42.238.9.132,162.69,NetBanking,Grocery,Ahmedabad,addr_02765,0,independent
txn_0008252,2026-05-01 14:42:06,user_04586,dev_05678,92.7.8.8,186.93,Wallet,Subscription,Jaipur,addr_02425,0,independent
txn_0002290,2026-05-01 14:48:46,user_00284,dev_05477,96.131.65.114,970.67,NetBanking,Fashion,Pune,addr_08260,0,independent
txn_0011892,2026-05-01 14:57:27,user_05322,dev_07419,82.220.233.114,4629.88,NetBanking,Food Delivery,Mumbai,addr_04511,0,independent
txn_0004405,2026-05-01 15:08:03,user_06170,dev_08741,4.170.97.107,457.67,UPI,Travel,Guntur,addr_03442,0,independent
txn_0010671,2026-05-01 15:16:54,user_07112,dev_03968,171.182.18.60,1544.03,NetBanking,Fashion,Bengaluru,addr_00868,0,independent
txn_0010039,2026-05-01 15:18:11,user_03879,dev_07349,60.32.68.77,5105.54,UPI,Food Delivery,Jaipur,addr_00593,0,independent
txn_0012419,2026-05-01 15:28:04,user_03566,dev_03228,85.26.76.222,451.86,Wallet,Gift Cards,Jaipur,addr_00887,0,independent
txn_0008729,2026-05-01 15:36:13,user_08538,dev_04618,121.72.73.217,736.25,UPI,Gaming,Pune,addr_06843,0,independent
txn_0005587,2026-05-01 15:37:21,user_04290,dev_03741,145.203.39.168,908.52,Wallet,Travel,Mumbai,addr_01206,0,independent
txn_0003806,2026-05-01 15:43:51,user_05214,dev_04547,134.80.66.119,452.42,Card,Electronics,Jaipur,addr_04663,0,independent
txn_0003693,2026-05-01 15:51:09,user_02027,dev_09208,156.128.117.140,4984.9,UPI,Travel,Guntur,addr_05271,0,independent
txn_0003703,2026-05-01 15:59:12,user_08664,dev_00041,34.111.156.235,584.31,NetBanking,Subscription,Hyderabad,addr_04030,0,independent
txn_0008130,2026-05-01 16:00:24,user_00361,dev_08054,76.117.206.39,65.98,NetBanking,Grocery,Jaipur,addr_02015,0,independent
txn_0007634,2026-05-01 16:07:31,user_00833,dev_08269,38.174.67.2,322.53,NetBanking,Gift Cards,Ahmedabad,addr_05679,0,independent
txn_0000772,2026-05-01 16:21:13,user_00770,dev_06475,116.37.156.126,1166.5,Wallet,Electronics,Bengaluru,addr_02158,0,independent
txn_0010684,2026-05-01 16:27:26,user_08307,dev_01047,207.77.174.161,93.73,Wallet,Subscription,Delhi,addr_06652,0,independent
txn_0011181,2026-05-01 16:46:28,user_02031,dev_02485,132.22.131.90,448.69,Wallet,Fashion,Mumbai,addr_03336,0,independent
txn_0008019,2026-05-01 16:58:22,user_02148,dev_02865,61.210.254.113,192.45,Wallet,Electronics,Mumbai,addr_00112,0,independent
txn_0007383,2026-05-01 16:58:31,user_07920,dev_00385,104.112.71.31,691.83,UPI,Gift Cards,Hyderabad,addr_07119,0,independent
txn_0004215,2026-05-01 17:01:37,user_08134,dev_06658,130.85.193.157,624.96,NetBanking,Grocery,Mumbai,addr_04717,0,independent
txn_0011930,2026-05-01 17:19:46,user_05565,dev_05253,103.35.29.87,675.39,Card,Gift Cards,Jaipur,addr_02771,0,independent
txn_0011416,2026-05-01 17:21:43,user_08072,dev_08932,170.209.132.70,246.04,NetBanking,Gaming,Bengaluru,addr_01623,0,independent
txn_0008201,2026-05-01 17:23:30,user_00274,dev_00221,64.71.232.54,1194.35,Card,Gaming,Mumbai,addr_00716,0,independent
txn_0000245,2026-05-01 17:27:55,user_04114,dev_05771,178.117.17.111,3610.78,UPI,Electronics,Delhi,addr_04205,0,independent
txn_0010560,2026-05-01 17:30:50,user_03626,dev_04465,213.123.2.153,2697.52,Wallet,Travel,Pune,addr_07258,0,independent
txn_0007075,2026-05-01 17:34:57,user_02981,dev_06914,1.223.226.32,289.4,NetBanking,Food Delivery,Delhi,addr_04095,0,independent
txn_0002462,2026-05-01 17:35:36,user_03634,dev_00555,40.131.155.62,770.18,UPI,Grocery,Hyderabad,addr_04584,0,independent
txn_0004525,2026-05-01 17:36:33,user_03282,dev_08907,124.205.186.136,325.16,Card,Electronics,Bengaluru,addr_04148,0,independent
txn_0006565,2026-05-01 17:40:38,user_05975,dev_07202,218.98.40.93,862.21,UPI,Fashion,Pune,addr_00947,0,independent
txn_0002814,2026-05-01 17:52:31,user_04694,dev_08830,164.190.77.252,650.54,Card,Food Delivery,Kolkata,addr_02508,0,independent
txn_0011817,2026-05-01 18:11:34,user_04722,dev_04522,182.152.133.171,194.55,Wallet,Grocery,Guntur,addr_06915,0,independent
txn_0005751,2026-05-01 18:13:27,user_08796,dev_08854,217.55.249.235,1115.25,Wallet,Subscription,Delhi,addr_07832,0,independent
txn_0000524,2026-05-01 18:24:27,user_02890,dev_03911,188.146.57.4,1248.08,Card,Gaming,Pune,addr_01845,0,independent
txn_0013110,2026-05-01 18:25:36,user_02865,dev_08916,44.3.90.24,1433.31,Wallet,Gaming,Bengaluru,addr_01241,0,independent
txn_0002260,2026-05-01 18:37:36,user_06300,dev_00234,31.127.12.153,1025.58,NetBanking,Gift Cards,Hyderabad,addr_04828,0,independent
txn_0006876,2026-05-01 18:44:44,user_02374,dev_03692,130.32.228.170,218.84,Wallet,Food Delivery,Ahmedabad,addr_03878,0,independent
txn_0007193,2026-05-01 18:48:11,user_08158,dev_07952,47.242.226.207,1122.5,UPI,Electronics,Jaipur,addr_00546,0,independent
txn_0005233,2026-05-01 18:50:05,user_07008,dev_00042,118.221.77.205,1431.7,Card,Grocery,Jaipur,addr_00036,0,independent
txn_0009623,2026-05-01 19:23:11,user_02305,dev_03365,35.122.246.113,693.08,Card,Gaming,Kolkata,addr_02262,0,independent
txn_0000994,2026-05-01 19:32:18,user_08541,dev_01699,72.103.54.154,23.6,NetBanking,Grocery,Delhi,addr_06085,0,independent
txn_0013647,2026-05-01 19:34:19,user_09494,dev_03779,101.58.215.27,347.27,UPI,Subscription,Delhi,addr_02225,0,cafe_wifi
txn_0013648,2026-05-01 19:42:34,user_09121,dev_09310,101.58.215.27,242.01,UPI,Subscription,Delhi,addr_04706,0,cafe_wifi
txn_0013645,2026-05-01 19:46:28,user_09174,dev_07739,101.58.215.27,453.6,UPI,Gaming,Delhi,addr_04205,0,cafe_wifi
txn_0013650,2026-05-01 19:46:50,user_09284,dev_08625,101.58.215.27,689.63,UPI,Subscription,Delhi,addr_05427,0,cafe_wifi
txn_0009901,2026-05-01 19:48:16,user_02422,dev_06780,150.67.215.130,1205.18,UPI,Food Delivery,Bengaluru,addr_05927,0,independent
txn_0013651,2026-05-01 19:49:09,user_09408,dev_01814,101.58.215.27,296.89,UPI,Subscription,Delhi,addr_06962,0,cafe_wifi
txn_0013649,2026-05-01 19:51:12,user_09745,dev_07640,101.58.215.27,548.94,Wallet,Gaming,Delhi,addr_01774,0,cafe_wifi
txn_0008610,2026-05-01 19:51:18,user_01016,dev_04511,1.37.210.135,581.06,UPI,Fashion,Delhi,addr_05414,0,independent
txn_0013646,2026-05-01 19:54:29,user_09599,dev_05416,101.58.215.27,574.05,Wallet,Gaming,Delhi,addr_00578,0,cafe_wifi
txn_0013652,2026-05-01 20:06:38,user_09653,dev_02336,101.58.215.27,474.87,Wallet,Gaming,Delhi,addr_04729,0,cafe_wifi
txn_0013212,2026-05-01 20:12:20,user_06529,dev_04595,82.208.27.54,2165.46,NetBanking,Gift Cards,Pune,addr_04136,0,independent
txn_0009851,2026-05-01 20:51:05,user_04654,dev_08361,91.224.247.169,329.44,Card,Fashion,Ahmedabad,addr_02947,0,independent
txn_0005577,2026-05-01 21:21:19,user_03654,dev_08788,171.187.20.5,869.73,NetBanking,Gift Cards,Hyderabad,addr_05511,0,independent
txn_0011274,2026-05-01 22:03:50,user_04877,dev_02833,69.138.48.116,170.67,Card,Gaming,Chennai,addr_06087,0,independent
txn_0001601,2026-05-01 22:18:07,user_01968,dev_00738,168.213.20.178,378.17,UPI,Grocery,Mumbai,addr_01339,0,independent
txn_0012545,2026-05-01 22:47:26,user_00124,dev_00437,29.141.58.208,646.11,Card,Gaming,Bengaluru,addr_00429,0,independent
txn_0010259,2026-05-01 23:01:51,user_05670,dev_03780,199.103.218.116,986.61,Wallet,Subscription,Chennai,addr_04044,0,independent
txn_0003056,2026-05-01 23:14:36,user_00443,dev_01066,194.196.78.4,659.29,NetBanking,Travel,Mumbai,addr_00763,0,independent
txn_0004932,2026-05-01 23:23:37,user_05681,dev_05062,132.129.56.205,6026.64,NetBanking,Grocery,Kolkata,addr_00191,0,independent
txn_0009277,2026-05-01 23:25:35,user_06969,dev_04965,104.27.80.210,252.77,UPI,Gaming,Bengaluru,addr_05293,0,independent
txn_0000674,2026-05-01 23:48:23,user_05146,dev_06790,67.79.114.109,169.31,Wallet,Food Delivery,Mumbai,addr_04325,0,independent
txn_0001844,2026-05-01 23:53:32,user_07027,dev_00052,88.59.54.68,521.33,Wallet,Grocery,Hyderabad,addr_02190,0,independent
txn_0010186,2026-05-02 02:37:16,user_02923,dev_01340,33.189.23.14,576.69,NetBanking,Gift Cards,Guntur,addr_05879,0,independent
txn_0002622,2026-05-02 04:10:55,user_05929,dev_03882,34.149.62.242,105.54,NetBanking,Gift Cards,Ahmedabad,addr_01124,0,independent
txn_0012698,2026-05-02 04:41:14,user_03200,dev_08359,214.170.17.198,163.53,NetBanking,Grocery,Pune,addr_07533,0,independent
txn_0015041,2026-05-02 04:44:19,user_99543,dev_99639,191.130.218.123,8983.64,UPI,Travel,Guntur,addr_04217,1,fraud_structuring
txn_0015043,2026-05-02 04:45:05,user_99228,dev_99639,191.130.218.123,9249.33,UPI,Travel,Kolkata,addr_04781,1,fraud_structuring
txn_0015054,2026-05-02 04:45:50,user_99859,dev_99639,191.130.218.123,9506.16,UPI,Gaming,Pune,addr_01295,1,fraud_structuring
txn_0015042,2026-05-02 04:45:56,user_99882,dev_99639,191.130.218.123,9599.3,Card,Gift Cards,Chennai,addr_07943,1,fraud_structuring
txn_0015048,2026-05-02 04:48:03,user_99625,dev_99639,191.130.218.123,9554.8,Card,Travel,Mumbai,addr_00255,1,fraud_structuring
txn_0015052,2026-05-02 04:48:32,user_99911,dev_99639,191.130.218.123,9756.59,UPI,Electronics,Chennai,addr_07293,1,fraud_structuring
txn_0015055,2026-05-02 04:48:45,user_99468,dev_99639,191.130.218.123,9505.78,UPI,Gift Cards,Bengaluru,addr_00529,1,fraud_structuring
txn_0015056,2026-05-02 04:51:49,user_99849,dev_99639,191.130.218.123,9911.08,UPI,Gift Cards,Hyderabad,addr_00445,1,fraud_structuring
txn_0015044,2026-05-02 04:52:19,user_99544,dev_99639,191.130.218.123,9865.96,UPI,Subscription,Mumbai,addr_06297,1,fraud_structuring
txn_0015062,2026-05-02 04:55:52,user_99076,dev_99639,191.130.218.123,9220.96,Card,Grocery,Ahmedabad,addr_04810,1,fraud_structuring
txn_0015050,2026-05-02 04:56:55,user_99772,dev_99639,191.130.218.123,9746.94,UPI,Electronics,Guntur,addr_03119,1,fraud_structuring
txn_0015045,2026-05-02 04:57:15,user_99391,dev_99639,191.130.218.123,9397.38,Card,Travel,Kolkata,addr_05752,1,fraud_structuring
txn_0015051,2026-05-02 04:57:59,user_99186,dev_99639,191.130.218.123,8927.19,Card,Grocery,Ahmedabad,addr_01438,1,fraud_structuring
txn_0015046,2026-05-02 05:01:29,user_99389,dev_99639,191.130.218.123,9786.23,UPI,Travel,Pune,addr_01069,1,fraud_structuring
txn_0015057,2026-05-02 05:05:39,user_99270,dev_99639,191.130.218.123,9866.18,Card,Gaming,Jaipur,addr_02029,1,fraud_structuring
txn_0015049,2026-05-02 05:06:51,user_99539,dev_99639,191.130.218.123,9368.47,UPI,Fashion,Jaipur,addr_04862,1,fraud_structuring
txn_0015047,2026-05-02 05:08:07,user_99921,dev_99639,191.130.218.123,9399.98,UPI,Gift Cards,Chennai,addr_01206,1,fraud_structuring
txn_0015061,2026-05-02 05:09:59,user_99183,dev_99639,191.130.218.123,9248.89,Card,Subscription,Hyderabad,addr_01683,1,fraud_structuring
txn_0015053,2026-05-02 05:12:31,user_99214,dev_99639,191.130.218.123,9846.15,Card,Travel,Bengaluru,addr_00467,1,fraud_structuring
txn_0015059,2026-05-02 05:18:13,user_99372,dev_99639,191.130.218.123,9413.95,Card,Grocery,Bengaluru,addr_03356,1,fraud_structuring
txn_0015063,2026-05-02 05:22:05,user_99048,dev_99639,191.130.218.123,9473.95,Card,Gift Cards,Pune,addr_01268,1,fraud_structuring
txn_0015058,2026-05-02 05:33:20,user_99588,dev_99639,191.130.218.123,9334.26,Card,Subscription,Hyderabad,addr_06220,1,fraud_structuring
txn_0005419,2026-05-02 05:49:27,user_08732,dev_06720,12.45.93.93,120.46,NetBanking,Electronics,Chennai,addr_04869,0,independent
txn_0006508,2026-05-02 05:52:07,user_06979,dev_07998,80.181.216.60,4709.33,UPI,Fashion,Delhi,addr_05878,0,independent
txn_0015066,2026-05-02 05:53:04,user_99813,dev_99639,191.130.218.123,8760.92,UPI,Electronics,Ahmedabad,addr_06266,1,fraud_structuring
txn_0015060,2026-05-02 06:00:00,user_99474,dev_99639,191.130.218.123,8061.93,Card,Subscription,Mumbai,addr_06467,1,fraud_structuring
txn_0015067,2026-05-02 06:04:55,user_99562,dev_99639,191.130.218.123,9594.46,UPI,Grocery,Pune,addr_03433,1,fraud_structuring
txn_0015065,2026-05-02 06:08:43,user_99590,dev_99639,191.130.218.123,9831.48,UPI,Fashion,Delhi,addr_06136,1,fraud_structuring
txn_0015064,2026-05-02 06:14:24,user_99508,dev_99639,191.130.218.123,9386.82,Card,Food Delivery,Ahmedabad,addr_06386,1,fraud_structuring
txn_0003713,2026-05-02 07:29:49,user_02370,dev_02897,222.144.209.227,195.56,UPI,Electronics,Jaipur,addr_02073,0,independent
txn_0009782,2026-05-02 07:34:01,user_04619,dev_03563,4.190.5.27,294.29,Wallet,Fashion,Kolkata,addr_03905,0,independent
txn_0009697,2026-05-02 07:52:15,user_05394,dev_00917,133.225.89.183,336.9,UPI,Gift Cards,Chennai,addr_07792,0,independent
txn_0002927,2026-05-02 07:58:42,user_03216,dev_03709,68.186.128.168,1333.19,UPI,Grocery,Delhi,addr_03035,0,independent
txn_0008283,2026-05-02 08:05:03,user_06579,dev_00314,32.86.87.236,617.8,NetBanking,Grocery,Guntur,addr_05678,0,independent
txn_0010412,2026-05-02 08:15:18,user_04521,dev_06125,191.20.249.51,1481.25,Wallet,Fashion,Chennai,addr_08093,0,independent
txn_0005308,2026-05-02 08:17:05,user_00610,dev_06465,110.179.222.30,191.37,Card,Gift Cards,Mumbai,addr_05682,0,independent
txn_0012485,2026-05-02 08:22:04,user_03087,dev_05441,161.76.34.192,1890.51,UPI,Gift Cards,Kolkata,addr_06198,0,independent
txn_0012497,2026-05-02 08:26:09,user_03511,dev_05594,118.119.3.138,561.35,Card,Subscription,Mumbai,addr_07685,0,independent
txn_0009448,2026-05-02 08:34:31,user_04581,dev_00206,117.191.244.218,37.41,Card,Food Delivery,Guntur,addr_04907,0,independent
txn_0004704,2026-05-02 08:36:47,user_08827,dev_03529,2.122.103.156,1677.17,UPI,Gaming,Delhi,addr_05858,0,independent
txn_0010300,2026-05-02 08:38:33,user_04155,dev_00744,56.91.10.34,742.38,Wallet,Fashion,Ahmedabad,addr_01536,0,independent
txn_0005342,2026-05-02 08:44:15,user_07106,dev_04240,88.88.212.46,1205.46,Card,Travel,Chennai,addr_04349,0,independent
txn_0014571,2026-05-02 09:00:08,user_09242,dev_00244,53.111.214.69,341.82,Wallet,Grocery,Ahmedabad,addr_01775,0,office
txn_0010695,2026-05-02 09:06:02,user_01706,dev_08411,173.136.147.253,379.05,UPI,Gaming,Bengaluru,addr_02320,0,independent
txn_0014570,2026-05-02 09:07:08,user_09192,dev_03814,53.111.214.69,299.06,UPI,Gaming,Ahmedabad,addr_04281,0,office
txn_0008324,2026-05-02 09:10:11,user_06068,dev_06274,27.84.153.76,546.06,Wallet,Gaming,Pune,addr_02593,0,independent
txn_0000947,2026-05-02 09:21:34,user_08272,dev_00623,116.29.171.155,424.49,Wallet,Fashion,Delhi,addr_07929,0,independent
txn_0004295,2026-05-02 09:21:44,user_08767,dev_07835,70.90.84.106,874.97,Wallet,Travel,Jaipur,addr_07314,0,independent
txn_0011004,2026-05-02 09:24:19,user_01933,dev_05813,124.237.148.159,890.68,NetBanking,Travel,Hyderabad,addr_02946,0,independent
txn_0014573,2026-05-02 09:25:08,user_09045,dev_09231,53.111.214.69,488.0,Card,Gaming,Ahmedabad,addr_05923,0,office
txn_0001862,2026-05-02 09:36:47,user_05543,dev_07550,44.85.146.19,249.16,Card,Electronics,Delhi,addr_07257,0,independent
txn_0014569,2026-05-02 09:37:08,user_09106,dev_07082,53.111.214.69,1924.59,Wallet,Electronics,Ahmedabad,addr_01613,0,office
txn_0007434,2026-05-02 09:39:57,user_07322,dev_00988,174.222.64.183,446.97,Wallet,Fashion,Mumbai,addr_02379,0,independent
txn_0010251,2026-05-02 09:47:34,user_02773,dev_07129,164.34.115.100,203.98,Card,Subscription,Kolkata,addr_05418,0,independent
txn_0009630,2026-05-02 09:49:37,user_02489,dev_04652,215.117.245.134,1088.12,Wallet,Grocery,Jaipur,addr_03594,0,independent
txn_0002863,2026-05-02 09:51:40,user_00885,dev_07532,173.74.7.165,852.83,Card,Gift Cards,Delhi,addr_03272,0,independent
txn_0004802,2026-05-02 10:12:29,user_02241,dev_06847,182.21.106.237,303.12,Wallet,Travel,Bengaluru,addr_02050,0,independent
txn_0006923,2026-05-02 11:05:35,user_02973,dev_04727,154.48.249.248,2914.59,Wallet,Subscription,Pune,addr_04959,0,independent
txn_0001355,2026-05-02 11:21:24,user_00360,dev_07754,139.132.22.212,604.28,NetBanking,Subscription,Chennai,addr_06253,0,independent
txn_0011842,2026-05-02 11:33:31,user_06623,dev_07490,95.21.192.101,8083.46,UPI,Electronics,Jaipur,addr_03700,0,independent
txn_0011560,2026-05-02 11:35:53,user_05703,dev_05825,150.198.185.219,447.83,NetBanking,Subscription,Mumbai,addr_05723,0,independent
txn_0011903,2026-05-02 11:41:51,user_07919,dev_00217,119.126.205.204,2261.64,NetBanking,Grocery,Jaipur,addr_01903,0,independent
txn_0013173,2026-05-02 11:46:04,user_06727,dev_00575,107.105.17.209,6323.88,UPI,Travel,Guntur,addr_06542,0,independent
txn_0011867,2026-05-02 11:48:55,user_08181,dev_03658,164.136.194.239,216.64,Wallet,Electronics,Bengaluru,addr_02041,0,independent
txn_0007172,2026-05-02 11:50:04,user_04453,dev_07191,51.28.206.112,293.45,UPI,Subscription,Chennai,addr_07336,0,independent
txn_0001174,2026-05-02 11:59:32,user_08855,dev_05415,210.254.149.157,158.81,Card,Fashion,Bengaluru,addr_01876,0,independent
txn_0013324,2026-05-02 11:59:42,user_02449,dev_04262,70.112.91.219,3126.14,Wallet,Gift Cards,Kolkata,addr_00115,0,independent
txn_0012303,2026-05-02 12:14:10,user_00408,dev_08562,12.37.176.122,196.04,Wallet,Fashion,Guntur,addr_05335,0,independent
